,wavelength_nm,irradiance_combined_measured,irradiance_A1E1_plus_A2E2,delta_measured_minus_fit
113,413.0,1.5589867304427876,1.6043428884835178,-0.04535615804073023
114,414.0,1.5616870283580555,1.6059794200753763,-0.0442923917173208
115,415.0,1.5643873262733234,1.6076159516672346,-0.043228625393911146
116,416.0,1.5669135956331273,1.6090043854692864,-0.042090789836159104
117,417.0,1.569439864992931,1.610392819271338,-0.04095295427840684
118,418.0,1.571966134352735,1.6117812530733895,-0.039815118720654574
119,419.0,1.5744924037125387,1.6131696868754413,-0.03867728316290253
120,420.0,1.5770186730723426,1.614558120677493,-0.03753944760515049
121,421.0,1.579378769925133,1.6157074687872643,-0.036328698862131414
122,422.0,1.5817388667779233,1.6168568168970359,-0.03511795011911256
123,423.0,1.584098963630714,1.6180061650068074,-0.03390720137609349
124,424.0,1.5864590604835043,1.6191555131165787,-0.03269645263307441
125,425.0,1.5888191573362946,1.6203048612263502,-0.03148570389005556
126,426.0,1.5910208485951796,1.6212242193566675,-0.030203370761487935
127,427.0,1.5932225398540643,1.6221435774869848,-0.028921037632920532
128,428.0,1.5954242311129492,1.6230629356173023,-0.02763870450435313
129,429.0,1.5976259223718339,1.6239822937476196,-0.026356371375785725
130,430.0,1.5998276136307188,1.624901651877937,-0.0250740382472181
131,431.0,1.6018785388696712,1.6256001514818204,-0.023721612612149112
132,432.0,1.6039294641086237,1.626298651085704,-0.022369186977080346
133,433.0,1.6059803893475761,1.6269971506895875,-0.02101676134201136
134,434.0,1.6080313145865286,1.627695650293471,-0.01966433570694237
135,435.0,1.610082239825481,1.6283941498973546,-0.018311910071873605
136,436.0,1.6119898784975957,1.6288809153760395,-0.016891036878443844
137,437.0,1.6138975171697103,1.6293676808547242,-0.01547016368501386
138,438.0,1.6158051558418247,1.629854446333409,-0.01404929049158432
139,439.0,1.6177127945139393,1.630341211812094,-0.01262841729815456
140,440.0,1.619620433186054,1.6308279772907786,-0.011207544104724576
141,441.0,1.6213920768634504,1.6311120879611694,-0.009720011097718917
142,442.0,1.623163720540847,1.6313961986315597,-0.008232478090712814
143,443.0,1.6249353642182436,1.63168030930195,-0.006744945083706488
144,444.0,1.62670700789564,1.6319644199723404,-0.005257412076700385
145,445.0,1.6284786515730365,1.6322485306427308,-0.003769879069694282
146,446.0,1.6301213808119357,1.632338987142005,-0.0022176063300693993
147,447.0,1.6317641100508347,1.6324294436412796,-0.0006653335904449609
148,448.0,1.6334068392897338,1.6325199001405541,0.0008869391491796996
149,449.0,1.6350495685286328,1.6326103566398287,0.002439211888804138
150,450.0,1.636692297767532,1.632700813139103,0.003991484628429021
151,451.0,1.6382129632101747,1.6326065079491745,0.005606455261000232
152,452.0,1.6397336286528175,1.632512202759246,0.007221425893571443
153,453.0,1.64125429409546,1.6324178975693178,0.00883639652614221
154,454.0,1.6427749595381027,1.6323235923793895,0.010451367158713198
155,455.0,1.6442956249807454,1.632229287189461,0.01206633779128441
156,456.0,1.6457008323173796,1.63195897897187,0.013741853345509591
157,457.0,1.6471060396540136,1.6316886707542795,0.015417368899734107
158,458.0,1.6485112469906478,1.6314183625366887,0.017092884453959067
159,459.0,1.6499164543272817,1.6311480543190982,0.018768400008183583
160,460.0,1.651321661663916,1.6308777461015074,0.020443915562408543
161,461.0,1.6526177600922545,1.6304400375434045,0.022177722548849976
162,462.0,1.653913858520593,1.6300023289853014,0.02391152953529163
163,463.0,1.6552099569489314,1.6295646204271983,0.025645336521733064
164,464.0,1.65650605537727,1.6291269118690952,0.02737914350817472
165,465.0,1.6578021538056085,1.628689203310992,0.029112950494616374
166,466.0,1.6589952276413678,1.6280925221946503,0.03090270544671747
167,467.0,1.660188301477127,1.627495841078309,0.032692460398818124
168,468.0,1.6613813753128865,1.626899159961967,0.03448221535091944
169,469.0,1.6625744491486458,1.6263024788456255,0.03627197030302032
170,470.0,1.6637675229844051,1.6257057977292837,0.038061725255121415
171,471.0,1.6648633860941708,1.624958380950591,0.039905005143579864
172,472.0,1.6659592492039366,1.6242109641718985,0.04174828503203809
173,473.0,1.667055112313702,1.6234635473932058,0.04359156492049632
174,474.0,1.6681509754234678,1.622716130614513,0.045434844808954766
175,475.0,1.6692468385332335,1.6219687138358203,0.047278124697413215
176,476.0,1.670251031279525,1.6210785941110344,0.04917243716849051
177,477.0,1.6712552240258165,1.6201884743862485,0.05106674963956803
178,478.0,1.6722594167721079,1.6192983546614625,0.05296106211064533
179,479.0,1.6732636095183995,1.6184082349366766,0.05485537458172285
180,480.0,1.6742678022646909,1.6175181152118907,0.056749687052800146
181,481.0,1.6751855906722946,1.6164931102263056,0.05869248044598896
182,482.0,1.6761033790798983,1.6154681052407207,0.06063527383917755
183,483.0,1.6770211674875017,1.6144431002551356,0.06257806723236614
184,484.0,1.6779389558951054,1.6134180952695505,0.06452086062555495
185,485.0,1.6788567443027091,1.6123930902839656,0.06646365401874355
186,486.0,1.6796931211747854,1.6112407940507392,0.06845232712404625
187,487.0,1.680529498046862,1.6100884978175125,0.0704410002293494
188,488.0,1.6813658749189382,1.608936201584286,0.07242967333465211
189,489.0,1.6822022517910147,1.6077839053510596,0.07441834643995504
190,490.0,1.683038628663091,1.606631609117833,0.07640701954525797
191,491.0,1.683798316394959,1.6053593853298465,0.07843893106511257
192,492.0,1.6845580041268269,1.60408716154186,0.08047084258496695
193,493.0,1.685317691858695,1.6028149377538736,0.08250275410482133
194,494.0,1.6860773795905628,1.601542713965887,0.08453466562467571
195,495.0,1.6868370673224309,1.6002704901779006,0.08656657714453031
196,496.0,1.687524522180046,1.5988854673499855,0.0886390548300604
197,497.0,1.6882119770376607,1.5975004445220704,0.09071153251559028
198,498.0,1.6888994318952757,1.596115421694156,0.0927840102011197
199,499.0,1.6895868867528905,1.594730398866241,0.09485648788664958
200,500.0,1.6902743416105055,1.5933453760383258,0.09692896557217967
201,501.0,1.6908937592593523,1.5918544442513878,0.09903931500796448
202,502.0,1.691513176908199,1.59036351246445,0.10114966444374907
203,503.0,1.692132594557046,1.5888725806775117,0.10326001387953432
204,504.0,1.6927520122058928,1.5873816488905739,0.1053703633153189
205,505.0,1.6933714298547395,1.5858907171036358,0.10748071275110371
206,506.0,1.6939267519428984,1.5843005261759304,0.10962622576696801
207,507.0,1.694482074031057,1.5827103352482252,0.11177173878283186
208,508.0,1.695037396119216,1.5811201443205198,0.11391725179869616
209,509.0,1.6955927182073747,1.5795299533928144,0.11606276481456024
210,510.0,1.6961480402955336,1.5779397624651093,0.11820827783042431
211,511.0,1.6966429619120755,1.5762567213892305,0.12038624052284508
212,512.0,1.6971378835286173,1.5745736803133517,0.12256420321526562
213,513.0,1.6976328051451592,1.5728906392374729,0.12474216590768639
214,514.0,1.698127726761701,1.5712075981615943,0.1269201286001067
215,515.0,1.698622648378243,1.5695245570857155,0.12909809129252747
216,516.0,1.6990606262246637,1.5677548345825398,0.13130579164212386
217,517.0,1.6994986040710844,1.5659851120793644,0.13351349199172002
218,518.0,1.699936581917505,1.5642153895761886,0.1357211923413164
219,519.0,1.7003745597639257,1.562445667073013,0.1379288926909128
220,520.0,1.7008125376103465,1.5606759445698375,0.14013659304050896
221,521.0,1.7011967987384786,1.5588254706227922,0.14237132811568642
222,522.0,1.7015810598666108,1.5569749966757473,0.14460606319086344
223,523.0,1.7019653209947427,1.5551245227287023,0.14684079826604046
224,524.0,1.702349582122875,1.5532740487816572,0.1490755333412177
225,525.0,1.702733843251007,1.5514235748346121,0.15131026841639494
226,526.0,1.7030673942356689,1.549498043079105,0.1535693511565639
227,527.0,1.703400945220331,1.5475725113235972,0.15582843389673373
228,528.0,1.7037344962049927,1.5456469795680903,0.15808751663690246
229,529.0,1.7040680471896548,1.5437214478125825,0.1603465993770723
230,530.0,1.7044015981743166,1.5417959160570753,0.16260568211724125
231,531.0,1.7046872346029007,1.5398007869107706,0.16488644769213012
232,532.0,1.7049728710314849,1.5378056577644659,0.167167213267019
233,533.0,1.7052585074600692,1.5358105286181611,0.1694479788419081
234,534.0,1.7055441438886534,1.5338153994718564,0.17172874441679697
235,535.0,1.7058297803172375,1.5318202703255517,0.17400950999168585
236,536.0,1.7060700964914177,1.5297607747553517,0.17630932173606606
237,537.0,1.706310412665598,1.5277012791851514,0.1786091334804465
238,538.0,1.7065507288397783,1.5256417836149516,0.1809089452248267
239,539.0,1.7067910450139585,1.5235822880447514,0.18320875696920713
240,540.0,1.7070313611881387,1.5215227924745516,0.18550856871358712
241,541.0,1.7072287599449996,1.51940393630569,0.18782482363930963
242,542.0,1.7074261587018604,1.517285080136829,0.19014107856503148
243,543.0,1.7076235574587215,1.5151662239679675,0.192457333490754
244,544.0,1.7078209562155824,1.5130473677991065,0.19477358841647585
245,545.0,1.7080183549724433,1.5109285116302449,0.19708984334219837
246,546.0,1.708175057543526,1.5087550803118073,0.19941997723171867
247,547.0,1.7083317601146086,1.50658164899337,0.20175011112123853
248,548.0,1.7084884626856913,1.5044082176749325,0.20408024501075883
249,549.0,1.708645165256774,1.502234786356495,0.2064103789002789
250,550.0,1.7088018678278567,1.5000613550380577,0.208740512789799
251,551.0,1.7089199236649506,1.4978379187875202,0.21108200487743045
252,552.0,1.7090379795020447,1.4956144825369824,0.21342349696506235
253,553.0,1.7091560353391386,1.4933910462864448,0.2157649890526938
254,554.0,1.7092740911762327,1.4911676100359073,0.2181064811403255
255,555.0,1.7093921470133266,1.4889441737853695,0.22044797322795717
256,556.0,1.7094734435193444,1.4866750930424553,0.22279835047688912
257,557.0,1.709554740025362,1.4844060122995408,0.22514872772582106
258,558.0,1.7096360365313796,1.4821369315566266,0.227499104974753
259,559.0,1.7097173330373971,1.4798678508137124,0.22984948222368473
260,560.0,1.7097986295434149,1.4775987700707978,0.23219985947261712
261,561.0,1.70984490165537,1.475288201198057,0.23455670045731303
262,562.0,1.7098911737673252,1.472977632325316,0.23691354144200916
263,563.0,1.7099374458792804,1.4706670634525754,0.23927038242670506
264,564.0,1.7099837179912356,1.4683564945798346,0.24162722341140097
265,565.0,1.7100299901031908,1.466045925707094,0.24398406439609688
266,566.0,1.7100428296822272,1.4636978268811789,0.24634500280104832
267,567.0,1.7100556692612636,1.4613497280552639,0.24870594120599976
268,568.0,1.7100685088403003,1.4590016292293493,0.251066879610951
269,569.0,1.7100813484193367,1.4566535304034343,0.2534278180159024
270,570.0,1.710094187998373,1.4543054315775195,0.25578875642085364
271,571.0,1.710075052988993,1.4519235688211831,0.25815148416780986
272,572.0,1.7100559179796129,1.449541706064847,0.26051421191476587
273,573.0,1.710036782970233,1.4471598433085107,0.2628769396617223
274,574.0,1.7100176479608529,1.4447779805521743,0.26523966740867855
275,575.0,1.7099985129514728,1.442396117795838,0.2676023951556348
276,576.0,1.7099487362786203,1.439984071106225,0.26996466517239526
277,577.0,1.709898959605768,1.4375720244166124,0.27232693518915574
278,578.0,1.7098491829329157,1.435159977726999,0.27468920520591666
279,579.0,1.7097994062600634,1.432747931037386,0.27705147522267737
280,580.0,1.709749629587211,1.4303358843477731,0.27941374523943785
281,581.0,1.7096704277657444,1.4278970538816789,0.28177337388406554
282,582.0,1.7095912259442778,1.4254582234155848,0.284133002528693
283,583.0,1.709512024122811,1.4230193929494905,0.28649263117332047
284,584.0,1.7094328223013444,1.4205805624833965,0.28885225981794793
285,585.0,1.7093536204798778,1.4181417320173024,0.2912118884625754
286,586.0,1.7092461019162175,1.4156793442987081,0.2935667576175094
287,587.0,1.709138583352557,1.4132169565801143,0.2959216267724427
288,588.0,1.7090310647888967,1.41075456886152,0.2982764959273767
289,589.0,1.7089235462252361,1.408292181142926,0.30063136508231003
290,590.0,1.7088160276615758,1.405829793424332,0.3029862342372438
291,591.0,1.708681200632034,1.4033469075437852,0.3053342930882488
292,592.0,1.7085463736024922,1.4008640216632386,0.30768235193925353
293,593.0,1.7084115465729501,1.3983811357826916,0.3100304107902585
294,594.0,1.7082767195434083,1.395898249902145,0.31237846964126326
295,595.0,1.7081418925138665,1.3934153640215983,0.31472652849226823
296,596.0,1.707980672808341,1.3909148778008562,0.3170657950074849
297,597.0,1.7078194531028155,1.3884143915801137,0.31940506152270176
298,598.0,1.70765823339729,1.3859139053593714,0.32174432803791864
299,599.0,1.7074970136917644,1.3834134191386291,0.3240835945531353
300,600.0,1.707335793986239,1.3809129329178869,0.32642286106835217
301,601.0,1.7071490122096682,1.3783975890167615,0.32875142319290673
302,602.0,1.7069622304330974,1.3758822451156363,0.3310799853174611
303,603.0,1.7067754486565265,1.3733669012145109,0.33340854744201565
304,604.0,1.7065886668799557,1.3708515573133857,0.33573710956657
305,605.0,1.7064018851033849,1.3683362134122603,0.33806567169112456
306,606.0,1.70619029363061,1.3658086053577705,0.34038168827283943
307,607.0,1.7059787021578352,1.3632809973032805,0.34269770485455475
308,608.0,1.7057671106850603,1.3607533892487906,0.3450137214362696
309,609.0,1.7055555192122855,1.3582257811943004,0.34732973801798517
310,610.0,1.7053439277395106,1.3556981731398108,0.3496457545996998
311,611.0,1.7051082073220678,1.3531607512606274,0.3519474560614404
312,612.0,1.704872486904625,1.3506233293814442,0.35424915752318076
313,613.0,1.704636766487182,1.3480859075022609,0.3565508589849211
314,614.0,1.7044010460697392,1.345548485623078,0.35885256044666125
315,615.0,1.7041653256522964,1.3430110637438943,0.36115426190840205
316,616.0,1.7039060916781261,1.3404661409956555,0.3634399506824706
317,617.0,1.7036468577039556,1.3379212182474167,0.3657256394565389
318,618.0,1.7033876237297854,1.335376295499178,0.36801132823060745
319,619.0,1.7031283897556149,1.3328313727509393,0.37029701700467554
320,620.0,1.7028691557814446,1.3302864500027003,0.3725827057787443
321,621.0,1.7025869641906657,1.3277362076721022,0.3748507565185635
322,622.0,1.7023047725998868,1.3251859653415037,0.3771188072583831
323,623.0,1.7020225810091079,1.3226357230109054,0.3793868579982025
324,624.0,1.701740389418329,1.320085480680307,0.3816549087380219
325,625.0,1.70145819782755,1.3175352383497088,0.3839229594778413
326,626.0,1.7011535506892779,1.3149817316273753,0.38617181906190257
327,627.0,1.7008489035510057,1.3124282249050419,0.38842067864596386
328,628.0,1.7005442564127335,1.3098747181827082,0.39066953823002537
329,629.0,1.7002396092744614,1.3073212114603745,0.3929183978140869
330,630.0,1.6999349621361892,1.304767704738041,0.3951672573981482
331,631.0,1.699608312892935,1.3022128681520484,0.3973954447408865
332,632.0,1.6992816636496806,1.2996580315660555,0.39962363208362506
333,633.0,1.698955014406426,1.2971031949800629,0.40185181942636317
334,634.0,1.6986283651631717,1.2945483583940702,0.4040800067691015
335,635.0,1.6983017159199174,1.2919935218080771,0.40630819411184027
336,636.0,1.697953474307417,1.289439174511682,0.40851429979573495
337,637.0,1.6976052326949165,1.2868848272152866,0.41072040547962985
338,638.0,1.6972569910824162,1.2843304799188913,0.41292651116352497
339,639.0,1.6969087494699158,1.281776132622496,0.41513261684741987
340,640.0,1.6965605078574153,1.2792217853261005,0.41733872253131477
341,641.0,1.6961910445088133,1.2766696362347087,0.41952140827410456
342,642.0,1.695821581160211,1.2741174871433167,0.42170409401689435
343,643.0,1.695452117811609,1.2715653380519247,0.42388677975968436
344,644.0,1.6950826544630069,1.269013188960533,0.42606946550247393
345,645.0,1.6947131911144049,1.266461039869141,0.42825215124526395
346,646.0,1.6943228418585936,1.263912692642882,0.4304101492157115
347,647.0,1.6939324926027823,1.2613643454166226,0.43256814718615977
348,648.0,1.6935421433469708,1.2588159981903637,0.4347261451566071
349,649.0,1.6931517940911596,1.2562676509641044,0.43688414312705515
350,650.0,1.6927614448353483,1.2537193037378453,0.43904214109750295
351,651.0,1.692350514699962,1.2511762616072757,0.4411742530926863
352,652.0,1.6919395845645755,1.2486332194767058,0.4433063650878697
353,653.0,1.6915286544291892,1.246090177346136,0.4454384770830533
354,654.0,1.6911177242938027,1.243547135215566,0.44757058907823666
355,655.0,1.6907067941584164,1.2410040930849964,0.44970270107342003
356,656.0,1.690275561088509,1.2384677635184975,0.45180779757001144
357,657.0,1.6898443280186015,1.2359314339519991,0.4539128940666024
358,658.0,1.6894130949486943,1.2333951043855005,0.4560179905631938
359,659.0,1.6889818618787868,1.230858774819002,0.4581230870597848
360,660.0,1.6885506288088794,1.2283224452525032,0.4602281835563762
361,661.0,1.688099347112712,1.225794144464838,0.462305202647874
362,662.0,1.6876480654165444,1.2232658436771722,0.46438222173937227
363,663.0,1.6871967837203772,1.2207375428895066,0.46645924083087054
364,664.0,1.6867455020242097,1.218209242101841,0.4685362599223688
365,665.0,1.6862942203280422,1.2156809413141756,0.4706132790138666
366,666.0,1.6858231238616592,1.2131618986164494,0.4726612252452098
367,667.0,1.685352027395276,1.2106428559187232,0.4747091714765528
368,668.0,1.684880930928893,1.2081238132209973,0.47675711770789575
369,669.0,1.6844098344625098,1.205604770523271,0.4788050639392387
370,670.0,1.6839387379961268,1.203085727825545,0.4808530101705819
371,671.0,1.683448043098563,1.2005770898175245,0.48287095328103846
372,672.0,1.6829573482009992,1.1980684518095042,0.484888896391495
373,673.0,1.6824666533034356,1.1955598138014838,0.4869068395019518
374,674.0,1.6819759584058718,1.1930511757934634,0.48892478261240835
375,675.0,1.681485263508308,1.1905425377854428,0.4909427257228651
376,676.0,1.6809751716993238,1.1880453723917537,0.4929297993075701
377,677.0,1.6804650798903398,1.185548206998064,0.4949168728922757
378,678.0,1.6799549880813556,1.1830510416043742,0.49690394647698133
379,679.0,1.6794448962723716,1.1805538762106846,0.49889102006168695
380,680.0,1.6789348044633874,1.1780567108169955,0.5008780936463919
381,681.0,1.6784055049155928,1.1755720111692445,0.5028334937463483
382,682.0,1.677876205367798,1.1730873115214937,0.5047888938463043
383,683.0,1.6773469058200035,1.170602611873743,0.5067442939462605
384,684.0,1.6768176062722087,1.1681179122259921,0.5086996940462165
385,685.0,1.676288306724414,1.1656332125782416,0.5106550941461725
386,686.0,1.6757399785215576,1.1631619007455454,0.5125780777760123
387,687.0,1.6751916503187012,1.1606905889128494,0.5145010614058518
388,688.0,1.674643322115845,1.1582192770801536,0.5164240450356914
389,689.0,1.6740949939129885,1.1557479652474576,0.518347028665531
390,690.0,1.673546665710132,1.1532766534147618,0.5202700122953703
391,691.0,1.672979479903156,1.150819583985511,0.522159895917645
392,692.0,1.67241229409618,1.1483625145562601,0.5240497795399199
393,693.0,1.671845108289204,1.1459054451270096,0.5259396631621944
394,694.0,1.671277922482228,1.1434483756977587,0.5278295467844694
395,695.0,1.670710736675252,1.1409913062685082,0.5297194304067439
396,696.0,1.6701248581475092,1.1385492697865185,0.5315755883609907
397,697.0,1.6695389796197666,1.1361072333045288,0.5334317463152378
398,698.0,1.6689531010920238,1.1336651968225389,0.5352879042694849
399,699.0,1.6683672225642812,1.1312231603405494,0.5371440622237318
400,700.0,1.6677813440365383,1.1287811238585597,0.5390002201779787
401,701.0,1.667176933189305,1.1263548501170062,0.5408220830722987
402,702.0,1.6665725223420718,1.123928576375453,0.5426439459666188
403,703.0,1.6659681114948384,1.1215023026339,0.5444658088609384
404,704.0,1.6653637006476052,1.1190760288923465,0.5462876717552587
405,705.0,1.6647592898003718,1.1166497551507932,0.5481095346495786
406,706.0,1.6641365040694966,1.1142399163475212,0.5498965877219755
407,707.0,1.6635137183386215,1.1118300775442491,0.5516836407943724
408,708.0,1.6628909326077461,1.109420238740977,0.5534706938667691
409,709.0,1.662268146876871,1.107010399937705,0.555257746939166
410,710.0,1.6616453611459958,1.104600561134433,0.5570448000115629
411,711.0,1.6610043563602073,1.1022077748924004,0.5587965814678069
412,712.0,1.6603633515744185,1.0998149886503679,0.5605483629240506
413,713.0,1.65972234678863,1.097422202408335,0.5623001443802949
414,714.0,1.6590813420028412,1.0950294161663028,0.5640519258365384
415,715.0,1.6584403372170526,1.0926366299242702,0.5658037072927824
416,716.0,1.6577812688080935,1.0902614621810034,0.5675198066270901
417,717.0,1.6571222003991346,1.0878862944377363,0.5692359059613983
418,718.0,1.6564631319901755,1.0855111266944695,0.570952005295706
419,719.0,1.6558040635812166,1.0831359589512024,0.5726681046300142
420,720.0,1.6551449951722574,1.0807607912079356,0.5743842039643219
421,721.0,1.6544680192466565,1.0784037589779532,0.5760642602687034
422,722.0,1.6537910433210556,1.0760467267479707,0.5777443165730849
